ID,GroupID,OccurrenceTime,AlarmTextID,CurValue,ResetTime,VariableValue,Operator,Conditions
72382,1,2021-08-15 11:05:49,3,On,2021-08-15 14:32:07,,,On
72383,2,2021-08-15 11:05:49,8,On,2021-08-15 14:20:07,,,On
72384,2,2021-08-15 11:05:57,35,On,2021-08-15 14:30:07,,,On
72385,2,2021-08-15 11:08:57,29,On,2021-08-15 13:05:44,,,On
72386,2,2021-08-15 13:05:44,30,Off,2021-08-15 13:06:12,,,Off
72387,2,2021-08-15 13:06:12,29,On,2021-08-15 13:25:11,,,On
72388,2,2021-08-15 13:25:11,30,Off,2021-08-15 13:27:33,,,Off
72389,2,2021-08-15 13:25:12,27,On,2021-08-15 13:25:41,,,On
72390,2,2021-08-15 13:27:33,29,On,2021-08-15 14:00:00,,,On
72391,2,2021-08-15 14:00:00,30,Off,2021-08-15 14:02:21,,,Off
72392,2,2021-08-15 14:00:00,27,On,2021-08-15 14:00:10,,,On
72393,2,2021-08-15 14:02:21,29,On,2021-08-15 14:20:07,,,On
72394,1,2021-08-15 14:20:07,36,Off,2021-08-15 14:20:07,,,Off
72395,1,2021-08-15 14:20:07,38,On,2021-08-15 14:32:07,,,On
72396,2,2021-08-15 14:20:07,30,Off,2021-08-15 15:23:46,,,Off
72397,2,2021-08-15 14:20:07,9,Off,2021-08-15 15:20:38,,,Off
72398,2,2021-08-15 14:30:07,39,On,2021-08-15 15:20:38,,,On
72399,1,2021-08-15 14:32:07,4,Off,2021-08-15 15:20:38,,,Off
72400,1,2021-08-15 15:09:01,2,Off,2021-08-15 15:19:48,,,Off
72401,2,2021-08-15 15:09:03,31,On,2021-08-15 15:09:11,,,On
72402,2,2021-08-15 15:09:13,32,On,2021-08-15 15:09:19,,,On
72403,2,2021-08-15 15:09:14,33,On,2021-08-15 15:09:20,,,On
72404,2,2021-08-15 15:09:37,31,On,2021-08-15 15:09:44,,,On
72405,2,2021-08-15 15:09:48,35,On,2021-08-15 15:10:01,,,On
72406,2,2021-08-15 15:10:14,32,On,2021-08-15 15:10:18,,,On
72407,2,2021-08-15 15:10:14,33,On,2021-08-15 15:10:18,,,On
72408,1,2021-08-15 15:19:48,1,On,,,,On
72409,1,2021-08-15 15:19:54,5,On,2021-08-15 22:09:01,,,On
72410,1,2021-08-15 15:20:38,3,On,2021-08-15 22:09:01,,,On
72411,2,2021-08-15 15:20:38,8,On,2021-08-15 22:05:11,,,On
72412,2,2021-08-15 15:20:46,35,On,2021-08-15 22:09:01,,,On
72413,2,2021-08-15 15:23:46,29,On,2021-08-15 15:35:35,,,On
72414,2,2021-08-15 15:35:35,27,On,2021-08-15 15:35:37,,,On
72415,2,2021-08-15 15:35:35,30,Off,2021-08-15 15:37:57,,,Off
72416,2,2021-08-15 15:35:48,27,On,2021-08-15 15:35:48,,,On
72417,2,2021-08-15 15:37:57,29,On,2021-08-15 15:52:50,,,On
72418,2,2021-08-15 15:52:50,27,On,2021-08-15 15:52:51,,,On
72419,2,2021-08-15 15:52:50,30,Off,2021-08-15 15:55:11,,,Off
72420,2,2021-08-15 15:53:02,27,On,2021-08-15 15:53:38,,,On
72421,2,2021-08-15 15:55:11,29,On,2021-08-15 16:11:32,,,On
72422,2,2021-08-15 16:11:32,30,Off,2021-08-15 16:13:54,,,Off
72423,2,2021-08-15 16:11:50,27,On,2021-08-15 16:12:05,,,On
72424,2,2021-08-15 16:12:21,27,On,2021-08-15 16:12:21,,,On
72425,2,2021-08-15 16:13:54,29,On,2021-08-15 17:14:31,,,On
72426,2,2021-08-15 17:14:31,27,On,2021-08-15 17:14:47,,,On
72427,2,2021-08-15 17:14:31,30,Off,2021-08-15 17:16:52,,,Off
72428,2,2021-08-15 17:15:10,27,On,2021-08-15 17:15:14,,,On
72429,2,2021-08-15 17:16:52,29,On,2021-08-15 17:20:32,,,On
72430,2,2021-08-15 17:20:32,27,On,2021-08-15 17:20:34,,,On
72431,2,2021-08-15 17:20:32,30,Off,2021-08-15 17:23:24,,,Off
72432,2,2021-08-15 17:20:43,27,On,2021-08-15 17:21:03,,,On
72433,2,2021-08-15 17:23:24,29,On,2021-08-15 17:43:43,,,On
72434,2,2021-08-15 17:43:43,30,Off,2021-08-15 17:46:05,,,Off
72435,2,2021-08-15 17:43:43,27,On,2021-08-15 17:43:45,,,On
72436,2,2021-08-15 17:46:05,29,On,2021-08-15 18:02:20,,,On
72437,2,2021-08-15 18:02:20,27,On,2021-08-15 18:02:29,,,On
72438,2,2021-08-15 18:02:20,30,Off,2021-08-15 18:04:41,,,Off
72439,2,2021-08-15 18:04:41,29,On,2021-08-15 18:10:56,,,On
72440,2,2021-08-15 18:10:56,30,Off,2021-08-15 18:13:17,,,Off
72441,2,2021-08-15 18:10:56,27,On,2021-08-15 18:11:40,,,On
72442,2,2021-08-15 18:11:48,27,On,2021-08-15 18:12:09,,,On
72443,2,2021-08-15 18:13:17,29,On,2021-08-15 18:16:08,,,On
72444,2,2021-08-15 18:16:08,27,On,2021-08-15 18:16:14,,,On
72445,2,2021-08-15 18:16:08,30,Off,2021-08-15 18:18:30,,,Off
72446,2,2021-08-15 18:16:22,27,On,2021-08-15 18:17:48,,,On
72447,2,2021-08-15 18:18:30,29,On,2021-08-15 18:26:03,,,On
72448,2,2021-08-15 18:26:03,27,On,2021-08-15 18:26:06,,,On
72449,2,2021-08-15 18:26:03,30,Off,2021-08-15 18:28:25,,,Off
72450,2,2021-08-15 18:26:25,27,On,2021-08-15 18:26:36,,,On
72451,2,2021-08-15 18:26:44,27,On,2021-08-15 18:26:45,,,On
72452,2,2021-08-15 18:28:25,29,On,2021-08-15 18:33:02,,,On
72453,2,2021-08-15 18:33:02,27,On,2021-08-15 18:34:36,,,On
72454,2,2021-08-15 18:33:02,30,Off,2021-08-15 18:35:23,,,Off
72455,2,2021-08-15 18:34:51,27,On,2021-08-15 18:34:51,,,On
72456,2,2021-08-15 18:35:23,29,On,2021-08-15 18:44:19,,,On
72457,2,2021-08-15 18:44:19,27,On,2021-08-15 18:44:20,,,On
72458,2,2021-08-15 18:44:19,30,Off,2021-08-15 18:46:40,,,Off
72459,2,2021-08-15 18:44:37,27,On,2021-08-15 18:44:38,,,On
72460,2,2021-08-15 18:44:47,27,On,2021-08-15 18:45:02,,,On
72461,2,2021-08-15 18:45:10,27,On,2021-08-15 18:45:17,,,On
72462,2,2021-08-15 18:46:40,29,On,2021-08-15 18:53:55,,,On
72463,2,2021-08-15 18:53:55,27,On,2021-08-15 18:53:57,,,On
72464,2,2021-08-15 18:53:55,30,Off,2021-08-15 18:56:17,,,Off
72465,2,2021-08-15 18:56:17,29,On,2021-08-15 19:00:39,,,On
72466,2,2021-08-15 19:00:39,30,Off,2021-08-15 19:03:00,,,Off
72467,2,2021-08-15 19:00:39,27,On,2021-08-15 19:00:41,,,On
72468,2,2021-08-15 19:03:00,29,On,2021-08-15 19:06:45,,,On
72469,2,2021-08-15 19:06:45,27,On,2021-08-15 19:06:46,,,On
72470,2,2021-08-15 19:06:45,30,Off,2021-08-15 19:09:05,,,Off
72471,2,2021-08-15 19:09:05,29,On,2021-08-15 19:13:12,,,On
72472,2,2021-08-15 19:13:12,27,On,2021-08-15 19:13:13,,,On
72473,2,2021-08-15 19:13:12,30,Off,2021-08-15 19:15:34,,,Off
72474,2,2021-08-15 19:13:46,27,On,2021-08-15 19:14:00,,,On
72475,2,2021-08-15 19:15:34,29,On,2021-08-15 19:23:13,,,On
72476,2,2021-08-15 19:23:13,30,Off,2021-08-15 19:25:02,,,Off
72477,2,2021-08-15 19:25:02,29,On,2021-08-15 19:45:14,,,On
72478,2,2021-08-15 19:45:14,27,On,2021-08-15 19:45:15,,,On
72479,2,2021-08-15 19:45:14,30,Off,2021-08-15 19:47:36,,,Off
72480,2,2021-08-15 19:45:27,27,On,2021-08-15 19:45:28,,,On
72481,2,2021-08-15 19:47:36,29,On,2021-08-15 20:13:43,,,On
72482,2,2021-08-15 20:13:43,30,Off,2021-08-15 20:16:05,,,Off
72483,2,2021-08-15 20:13:52,27,On,2021-08-15 20:13:54,,,On
72484,2,2021-08-15 20:16:05,29,On,2021-08-15 20:45:11,,,On
72485,2,2021-08-15 20:45:11,27,On,2021-08-15 20:45:47,,,On
72486,2,2021-08-15 20:45:11,30,Off,2021-08-15 20:47:32,,,Off
72487,2,2021-08-15 20:45:55,27,On,2021-08-15 20:45:58,,,On
72488,2,2021-08-15 20:47:32,29,On,2021-08-15 20:51:19,,,On
72489,2,2021-08-15 20:51:19,30,Off,2021-08-15 20:53:40,,,Off
72490,2,2021-08-15 20:51:27,27,On,2021-08-15 20:51:28,,,On
72491,2,2021-08-15 20:53:40,29,On,2021-08-15 21:01:39,,,On
72492,2,2021-08-15 21:01:39,27,On,2021-08-15 21:01:41,,,On
72493,2,2021-08-15 21:01:39,30,Off,2021-08-15 21:04:00,,,Off
72494,2,2021-08-15 21:01:49,27,On,2021-08-15 21:01:51,,,On
72495,2,2021-08-15 21:04:00,29,On,2021-08-15 21:08:39,,,On
72496,2,2021-08-15 21:08:39,27,On,2021-08-15 21:08:50,,,On
72497,2,2021-08-15 21:08:39,30,Off,2021-08-15 21:11:01,,,Off
72498,2,2021-08-15 21:08:58,27,On,2021-08-15 21:09:15,,,On
72499,2,2021-08-15 21:09:23,27,On,2021-08-15 21:09:24,,,On
72500,2,2021-08-15 21:09:40,27,On,2021-08-15 21:09:41,,,On
72501,2,2021-08-15 21:11:01,29,On,2021-08-15 21:24:43,,,On
72502,2,2021-08-15 21:24:43,30,Off,2021-08-15 21:29:38,,,Off
72503,2,2021-08-15 21:29:38,29,On,2021-08-15 21:33:09,,,On
72504,2,2021-08-15 21:33:09,30,Off,2021-08-15 21:35:30,,,Off
72505,2,2021-08-15 21:33:09,27,On,2021-08-15 21:33:10,,,On
72506,2,2021-08-15 21:33:38,27,On,2021-08-15 21:33:44,,,On
72507,2,2021-08-15 21:34:00,27,On,2021-08-15 21:34:02,,,On
72508,2,2021-08-15 21:34:10,27,On,2021-08-15 21:34:11,,,On
72509,2,2021-08-15 21:35:30,29,On,2021-08-15 21:41:46,,,On
72510,2,2021-08-15 21:41:46,30,Off,2021-08-15 21:44:08,,,Off
72511,2,2021-08-15 21:41:47,27,On,2021-08-15 21:41:48,,,On
72512,2,2021-08-15 21:41:56,27,On,2021-08-15 21:41:57,,,On
72513,2,2021-08-15 21:42:14,27,On,2021-08-15 21:42:32,,,On
72514,2,2021-08-15 21:44:08,29,On,2021-08-15 22:05:11,,,On
72515,1,2021-08-15 22:05:11,36,Off,2021-08-15 22:05:11,,,Off
72516,1,2021-08-15 22:05:11,38,On,2021-08-15 22:17:11,,,On
72517,2,2021-08-15 22:05:11,30,Off,2021-08-15 22:16:16,,,Off
72518,2,2021-08-15 22:05:11,9,Off,2021-08-15 22:13:08,,,Off
72519,1,2021-08-15 22:09:01,4,Off,2021-08-15 22:13:08,,,Off
72520,0,2021-08-15 22:09:01,0,On,2021-08-15 22:12:22,,,On
72521,2,2021-08-15 22:12:23,37,Off,2021-08-15 22:12:23,,,Off
72522,1,2021-08-15 22:12:24,5,On,2021-08-15 22:17:11,,,On
72523,1,2021-08-15 22:13:08,3,On,2021-08-15 22:17:11,,,On
72524,2,2021-08-15 22:13:08,8,On,2021-08-15 22:17:12,,,On
72525,2,2021-08-15 22:13:16,35,On,2021-08-15 22:17:11,,,On
72526,2,2021-08-15 22:16:16,29,On,2021-08-15 22:17:12,,,On
72527,1,2021-08-15 22:17:11,4,Off,,,,Off
72528,2,2021-08-15 22:17:12,30,Off,,,,Off
72529,2,2021-08-15 22:17:12,9,Off,,,,Off
72530,1,2021-08-15 22:17:26,36,Off,2021-08-15 22:17:26,,,Off
72531,2,2021-08-15 22:17:26,37,Off,2021-08-15 22:17:27,,,Off
72532,1,2021-08-15 22:18:00,1,On,,,,On
72533,1,2021-08-15 22:18:00,4,Off,2021-08-15 22:18:57,,,Off
72534,2,2021-08-15 22:18:00,9,Off,2021-08-15 22:18:57,,,Off
72535,2,2021-08-15 22:18:01,7,Off,,,,Off
72536,2,2021-08-15 22:18:01,30,Off,2021-08-15 22:22:05,,,Off
72537,1,2021-08-15 22:18:12,36,Off,2021-08-15 22:18:12,,,Off
72538,2,2021-08-15 22:18:12,37,Off,2021-08-15 22:18:13,,,Off
72539,1,2021-08-15 22:18:14,5,On,2021-08-15 23:52:00,,,On
72540,2,2021-08-15 22:18:57,8,On,2021-08-15 23:40:00,,,On
72541,1,2021-08-15 22:18:57,3,On,2021-08-15 23:52:00,,,On
72542,2,2021-08-15 22:19:05,35,On,2021-08-15 23:50:00,,,On
72543,2,2021-08-15 22:22:05,29,On,2021-08-15 22:46:31,,,On
72544,2,2021-08-15 22:46:31,30,Off,2021-08-15 22:48:53,,,Off
72545,2,2021-08-15 22:46:32,27,On,2021-08-15 22:46:34,,,On
72546,2,2021-08-15 22:48:53,29,On,2021-08-15 23:25:58,,,On
72547,2,2021-08-15 23:25:58,27,On,2021-08-15 23:26:04,,,On
72548,2,2021-08-15 23:25:58,30,Off,2021-08-15 23:28:20,,,Off
72549,2,2021-08-15 23:28:20,29,On,2021-08-15 23:32:53,,,On
72550,2,2021-08-15 23:32:53,30,Off,2021-08-15 23:35:14,,,Off
72551,2,2021-08-15 23:32:53,27,On,2021-08-15 23:32:55,,,On
72552,2,2021-08-15 23:33:20,27,On,2021-08-15 23:33:21,,,On
72553,2,2021-08-15 23:35:14,29,On,2021-08-15 23:40:00,,,On
72554,1,2021-08-15 23:40:00,38,On,2021-08-15 23:52:00,,,On
72555,1,2021-08-15 23:40:00,36,Off,2021-08-15 23:40:00,,,Off
72556,2,2021-08-15 23:40:00,9,Off,,,,Off
72557,2,2021-08-15 23:40:00,30,Off,,,,Off
72558,2,2021-08-15 23:50:00,39,On,,,,On
72559,1,2021-08-15 23:52:00,4,Off,,,,Off
72560,1,2021-08-16 06:03:48,1,On,2021-08-16 20:44:16,,,On
72561,1,2021-08-16 06:03:48,4,Off,2021-08-16 06:09:22,,,Off
72562,2,2021-08-16 06:03:48,7,Off,,,,Off
72563,2,2021-08-16 06:03:48,9,Off,2021-08-16 06:09:22,,,Off
72564,2,2021-08-16 06:03:48,30,Off,2021-08-16 06:12:30,,,Off
72565,1,2021-08-16 06:08:38,5,On,2021-08-16 12:11:08,,,On
72566,1,2021-08-16 06:09:22,3,On,2021-08-16 12:11:08,,,On
72567,2,2021-08-16 06:09:22,8,On,2021-08-16 12:11:08,,,On
72568,2,2021-08-16 06:09:30,35,On,2021-08-16 12:11:08,,,On
72569,2,2021-08-16 06:12:30,29,On,2021-08-16 06:38:27,,,On
72570,2,2021-08-16 06:38:27,30,Off,2021-08-16 06:40:48,,,Off
72571,2,2021-08-16 06:38:27,27,On,2021-08-16 06:38:30,,,On
72572,2,2021-08-16 06:38:45,27,On,2021-08-16 06:38:46,,,On
72573,2,2021-08-16 06:40:48,29,On,2021-08-16 06:43:47,,,On
72574,2,2021-08-16 06:43:47,27,On,2021-08-16 06:43:49,,,On
72575,2,2021-08-16 06:43:47,30,Off,2021-08-16 06:46:08,,,Off
72576,2,2021-08-16 06:46:08,29,On,2021-08-16 07:34:49,,,On
72577,2,2021-08-16 07:34:49,30,Off,2021-08-16 07:37:11,,,Off
72578,2,2021-08-16 07:34:49,27,On,2021-08-16 07:35:43,,,On
72579,2,2021-08-16 07:37:11,29,On,2021-08-16 08:09:11,,,On
72580,2,2021-08-16 08:09:11,30,Off,2021-08-16 08:12:24,,,Off
72581,2,2021-08-16 08:12:24,29,On,2021-08-16 08:15:41,,,On
72582,2,2021-08-16 08:15:41,27,On,2021-08-16 08:16:46,,,On
72583,2,2021-08-16 08:15:41,30,Off,2021-08-16 08:18:02,,,Off
72584,2,2021-08-16 08:16:54,27,On,2021-08-16 08:16:54,,,On
72585,2,2021-08-16 08:18:02,29,On,2021-08-16 09:34:34,,,On
72586,2,2021-08-16 09:34:34,30,Off,2021-08-16 09:36:56,,,Off
72587,2,2021-08-16 09:34:34,27,On,2021-08-16 09:34:35,,,On
72588,2,2021-08-16 09:34:44,27,On,2021-08-16 09:34:50,,,On
72589,2,2021-08-16 09:34:58,27,On,2021-08-16 09:34:59,,,On
72590,2,2021-08-16 09:36:56,29,On,2021-08-16 10:12:12,,,On
72591,2,2021-08-16 10:12:12,30,Off,2021-08-16 10:17:12,,,Off
72592,2,2021-08-16 10:17:12,29,On,2021-08-16 10:20:45,,,On
72593,2,2021-08-16 10:20:45,27,On,2021-08-16 10:21:30,,,On
72594,2,2021-08-16 10:20:45,30,Off,2021-08-16 10:23:06,,,Off
72595,2,2021-08-16 10:21:38,27,On,2021-08-16 10:21:40,,,On
72596,2,2021-08-16 10:23:06,29,On,2021-08-16 11:15:15,,,On
72597,2,2021-08-16 11:15:15,27,On,2021-08-16 11:15:16,,,On
72598,2,2021-08-16 11:15:15,30,Off,2021-08-16 11:17:36,,,Off
72599,2,2021-08-16 11:15:29,27,On,2021-08-16 11:15:30,,,On
72600,2,2021-08-16 11:15:42,27,On,2021-08-16 11:15:46,,,On
72601,2,2021-08-16 11:17:36,29,On,2021-08-16 11:26:37,,,On
72602,2,2021-08-16 11:26:37,27,On,2021-08-16 11:26:38,,,On
72603,2,2021-08-16 11:26:37,30,Off,2021-08-16 11:28:58,,,Off
72604,2,2021-08-16 11:28:58,29,On,2021-08-16 11:51:57,,,On
72605,2,2021-08-16 11:51:57,30,Off,2021-08-16 11:54:18,,,Off
72606,2,2021-08-16 11:51:57,27,On,2021-08-16 11:52:03,,,On
72607,2,2021-08-16 11:54:18,29,On,2021-08-16 12:08:21,,,On
72608,2,2021-08-16 12:08:21,30,Off,2021-08-16 12:11:01,,,Off
72609,2,2021-08-16 12:11:01,29,On,2021-08-16 12:11:08,,,On
72610,2,2021-08-16 12:11:08,30,Off,2021-08-16 12:17:42,,,Off
72611,2,2021-08-16 12:11:08,9,Off,2021-08-16 12:14:34,,,Off
72612,1,2021-08-16 12:11:08,4,Off,2021-08-16 12:14:34,,,Off
72613,0,2021-08-16 12:11:08,0,On,2021-08-16 12:11:10,,,On
72614,1,2021-08-16 12:13:49,5,On,2021-08-16 14:36:09,,,On
72615,1,2021-08-16 12:14:34,3,On,2021-08-16 14:36:09,,,On
72616,2,2021-08-16 12:14:34,8,On,2021-08-16 14:24:10,,,On
72617,2,2021-08-16 12:14:42,35,On,2021-08-16 14:34:10,,,On
72618,2,2021-08-16 12:17:42,29,On,2021-08-16 12:21:20,,,On
72619,2,2021-08-16 12:21:20,30,Off,2021-08-16 12:23:41,,,Off
72620,2,2021-08-16 12:21:20,27,On,2021-08-16 12:21:32,,,On
72621,2,2021-08-16 12:21:41,27,On,2021-08-16 12:21:43,,,On
72622,2,2021-08-16 12:22:00,27,On,2021-08-16 12:22:08,,,On
72623,2,2021-08-16 12:23:41,29,On,2021-08-16 13:21:29,,,On
72624,2,2021-08-16 13:21:29,30,Off,2021-08-16 13:23:50,,,Off
72625,2,2021-08-16 13:21:29,27,On,2021-08-16 13:21:31,,,On
72626,2,2021-08-16 13:21:48,27,On,2021-08-16 13:21:58,,,On
72627,2,2021-08-16 13:23:50,29,On,2021-08-16 13:31:57,,,On
72628,2,2021-08-16 13:31:57,27,On,2021-08-16 13:32:40,,,On
72629,2,2021-08-16 13:31:57,30,Off,2021-08-16 13:34:19,,,Off
72630,2,2021-08-16 13:34:19,29,On,2021-08-16 14:16:41,,,On
72631,2,2021-08-16 14:16:41,30,Off,2021-08-16 14:16:51,,,Off
72632,2,2021-08-16 14:16:51,29,On,2021-08-16 14:21:42,,,On
72633,2,2021-08-16 14:21:42,27,On,2021-08-16 14:21:58,,,On
72634,2,2021-08-16 14:21:42,30,Off,2021-08-16 14:24:03,,,Off
72635,2,2021-08-16 14:24:03,29,On,2021-08-16 14:24:10,,,On
72636,1,2021-08-16 14:24:09,36,Off,2021-08-16 14:24:10,,,Off
72637,1,2021-08-16 14:24:09,38,On,2021-08-16 14:36:09,,,On
72638,2,2021-08-16 14:24:10,30,Off,2021-08-16 15:28:39,,,Off
72639,2,2021-08-16 14:24:10,9,Off,2021-08-16 15:25:31,,,Off
72640,2,2021-08-16 14:34:09,39,On,2021-08-16 15:25:31,,,On
72641,1,2021-08-16 14:36:09,4,Off,2021-08-16 15:25:31,,,Off
72642,1,2021-08-16 15:24:47,5,On,2021-08-16 20:35:37,,,On
72643,1,2021-08-16 15:25:31,3,On,2021-08-16 20:35:37,,,On
72644,2,2021-08-16 15:25:31,8,On,2021-08-16 20:35:37,,,On
72645,2,2021-08-16 15:25:39,35,On,2021-08-16 20:35:37,,,On
72646,2,2021-08-16 15:28:39,29,On,2021-08-16 15:45:02,,,On
72647,2,2021-08-16 15:45:02,30,Off,2021-08-16 15:47:23,,,Off
72648,2,2021-08-16 15:45:25,27,On,2021-08-16 15:45:27,,,On
72649,2,2021-08-16 15:47:23,29,On,2021-08-16 15:52:08,,,On
72650,2,2021-08-16 15:52:08,30,Off,2021-08-16 15:54:29,,,Off
72651,2,2021-08-16 15:52:08,27,On,2021-08-16 15:52:11,,,On
72652,2,2021-08-16 15:52:19,27,On,2021-08-16 15:52:19,,,On
72653,2,2021-08-16 15:52:27,27,On,2021-08-16 15:52:33,,,On
72654,2,2021-08-16 15:54:29,29,On,2021-08-16 16:21:07,,,On
72655,2,2021-08-16 16:21:07,27,On,2021-08-16 16:21:11,,,On
72656,2,2021-08-16 16:21:07,30,Off,2021-08-16 16:23:29,,,Off
72657,2,2021-08-16 16:21:19,27,On,2021-08-16 16:21:27,,,On
72658,2,2021-08-16 16:23:29,29,On,2021-08-16 16:43:52,,,On
72659,2,2021-08-16 16:43:52,30,Off,2021-08-16 16:46:14,,,Off
72660,2,2021-08-16 16:43:52,27,On,2021-08-16 16:44:05,,,On
72661,2,2021-08-16 16:46:14,29,On,2021-08-16 16:55:09,,,On
72662,2,2021-08-16 16:55:09,27,On,2021-08-16 16:55:09,,,On
72663,2,2021-08-16 16:55:09,30,Off,2021-08-16 16:57:30,,,Off
72664,2,2021-08-16 16:57:30,29,On,2021-08-16 17:25:11,,,On
72665,2,2021-08-16 17:25:11,30,Off,2021-08-16 17:25:20,,,Off
72666,2,2021-08-16 17:25:20,29,On,2021-08-16 17:43:20,,,On
72667,2,2021-08-16 17:43:20,27,On,2021-08-16 17:43:22,,,On
72668,2,2021-08-16 17:43:20,30,Off,2021-08-16 17:45:41,,,Off
72669,2,2021-08-16 17:45:41,29,On,2021-08-16 17:53:49,,,On
72670,2,2021-08-16 17:53:49,27,On,2021-08-16 17:54:10,,,On
72671,2,2021-08-16 17:53:49,30,Off,2021-08-16 17:56:10,,,Off
72672,2,2021-08-16 17:56:10,29,On,2021-08-16 18:10:27,,,On
72673,2,2021-08-16 18:10:27,30,Off,2021-08-16 18:12:48,,,Off
72674,2,2021-08-16 18:10:27,27,On,2021-08-16 18:10:34,,,On
72675,2,2021-08-16 18:10:45,27,On,2021-08-16 18:10:46,,,On
72676,2,2021-08-16 18:12:48,29,On,2021-08-16 18:36:44,,,On
72677,2,2021-08-16 18:36:44,27,On,2021-08-16 18:37:27,,,On
72678,2,2021-08-16 18:36:44,30,Off,2021-08-16 18:39:06,,,Off
72679,2,2021-08-16 18:39:06,29,On,2021-08-16 18:50:11,,,On
72680,2,2021-08-16 18:50:11,27,On,2021-08-16 18:50:12,,,On
72681,2,2021-08-16 18:50:11,30,Off,2021-08-16 18:52:33,,,Off
72682,2,2021-08-16 18:52:33,29,On,2021-08-16 19:08:33,,,On
72683,2,2021-08-16 19:08:33,30,Off,2021-08-16 19:10:55,,,Off
72684,2,2021-08-16 19:08:33,27,On,2021-08-16 19:08:39,,,On
72685,2,2021-08-16 19:10:55,29,On,2021-08-16 19:22:04,,,On
72686,2,2021-08-16 19:22:04,27,On,2021-08-16 19:22:12,,,On
72687,2,2021-08-16 19:22:04,30,Off,2021-08-16 19:24:25,,,Off
72688,2,2021-08-16 19:24:25,29,On,2021-08-16 19:25:11,,,On
72689,2,2021-08-16 19:25:11,30,Off,2021-08-16 19:25:25,,,Off
72690,2,2021-08-16 19:25:25,29,On,2021-08-16 19:30:30,,,On
72691,2,2021-08-16 19:30:30,30,Off,2021-08-16 19:32:52,,,Off
72692,2,2021-08-16 19:32:52,29,On,2021-08-16 19:37:58,,,On
72693,2,2021-08-16 19:37:58,27,On,2021-08-16 19:38:43,,,On
72694,2,2021-08-16 19:37:58,30,Off,2021-08-16 19:40:19,,,Off
72695,2,2021-08-16 19:38:51,27,On,2021-08-16 19:38:55,,,On
72696,2,2021-08-16 19:40:19,29,On,2021-08-16 19:47:09,,,On
72697,2,2021-08-16 19:47:09,30,Off,2021-08-16 19:49:30,,,Off
72698,2,2021-08-16 19:47:09,27,On,2021-08-16 19:47:12,,,On
72699,2,2021-08-16 19:49:30,29,On,2021-08-16 20:35:37,,,On
72700,2,2021-08-16 20:35:37,30,Off,2021-08-16 20:51:09,,,Off
72701,0,2021-08-16 20:35:37,0,On,2021-08-16 20:44:14,,,On
72702,1,2021-08-16 20:35:37,4,Off,2021-08-16 20:48:02,,,Off
72703,2,2021-08-16 20:35:37,9,Off,2021-08-16 20:48:02,,,Off
72704,1,2021-08-16 20:44:14,36,Off,2021-08-16 20:44:15,,,Off
72705,2,2021-08-16 20:44:15,37,Off,2021-08-16 20:44:15,,,Off
72706,1,2021-08-16 20:44:16,2,Off,2021-08-16 20:47:12,,,Off
72707,1,2021-08-16 20:47:12,1,On,,,,On
72708,1,2021-08-16 20:47:18,5,On,2021-08-16 21:06:06,,,On
72709,1,2021-08-16 20:48:02,3,On,2021-08-16 21:06:06,,,On
72710,2,2021-08-16 20:48:02,8,On,2021-08-16 21:05:03,,,On
72711,2,2021-08-16 20:48:10,35,On,2021-08-16 21:06:06,,,On
72712,2,2021-08-16 20:51:09,29,On,2021-08-16 21:05:03,,,On
72713,1,2021-08-16 21:05:03,36,Off,2021-08-16 21:05:03,,,Off
72714,1,2021-08-16 21:05:03,38,On,,,,On
72715,2,2021-08-16 21:05:03,9,Off,2021-08-16 21:09:26,,,Off
72716,2,2021-08-16 21:05:03,30,Off,2021-08-16 21:12:33,,,Off
72717,0,2021-08-16 21:06:06,0,On,2021-08-16 21:06:13,,,On
72718,1,2021-08-16 21:06:06,4,Off,2021-08-16 21:09:26,,,Off
72719,2,2021-08-16 21:06:15,37,Off,2021-08-16 21:06:15,,,Off
72720,1,2021-08-16 21:08:42,5,On,2021-08-16 21:14:30,,,On
72721,1,2021-08-16 21:09:26,3,On,2021-08-16 21:14:30,,,On
72722,2,2021-08-16 21:09:26,8,On,2021-08-16 21:14:30,,,On
72723,2,2021-08-16 21:09:34,35,On,2021-08-16 21:14:30,,,On
72724,2,2021-08-16 21:12:33,29,On,2021-08-16 21:14:30,,,On
72725,1,2021-08-16 21:14:30,4,Off,,,,Off
72726,2,2021-08-16 21:14:30,30,Off,,,,Off
72727,0,2021-08-16 21:14:30,0,On,2021-08-16 21:14:32,,,On
72728,2,2021-08-16 21:14:30,9,Off,,,,Off
72729,1,2021-08-16 21:15:10,1,On,,,,On
72730,1,2021-08-16 21:15:10,4,Off,2021-08-16 21:16:07,,,Off
72731,2,2021-08-16 21:15:10,9,Off,2021-08-16 21:16:07,,,Off
72732,2,2021-08-16 21:15:10,7,Off,,,,Off
72733,2,2021-08-16 21:15:10,30,Off,2021-08-16 21:19:14,,,Off
72734,1,2021-08-16 21:15:20,36,Off,2021-08-16 21:15:20,,,Off
72735,2,2021-08-16 21:15:22,37,Off,2021-08-16 21:15:22,,,Off
72736,1,2021-08-16 21:15:22,5,On,2021-08-16 23:56:08,,,On
72737,1,2021-08-16 21:16:07,3,On,2021-08-16 23:56:08,,,On
