ID,GroupID,OccurrenceTime,AlarmTextID,CurValue,ResetTime,VariableValue,Operator,Conditions
74558,0,2021-10-21 13:03:50,0,On,2021-10-21 13:03:51,,,On
74559,2,2021-10-21 13:03:50,9,Off,2021-10-21 13:06:16,,,Off
74560,2,2021-10-21 13:03:50,30,Off,2021-10-21 13:09:23,,,Off
74561,1,2021-10-21 13:03:50,4,Off,2021-10-21 13:06:16,,,Off
74562,1,2021-10-21 13:03:51,36,Off,2021-10-21 13:03:51,,,Off
74563,1,2021-10-21 13:05:32,5,On,2021-10-21 16:54:07,,,On
74564,1,2021-10-21 13:06:16,3,On,2021-10-21 16:54:07,,,On
74565,2,2021-10-21 13:06:16,8,On,2021-10-21 16:54:07,,,On
74566,2,2021-10-21 13:06:24,35,On,2021-10-21 16:54:07,,,On
74567,2,2021-10-21 13:09:23,29,On,2021-10-21 14:05:02,,,On
74568,2,2021-10-21 14:05:02,30,Off,2021-10-21 14:07:23,,,Off
74569,2,2021-10-21 14:05:02,27,On,2021-10-21 14:05:45,,,On
74570,2,2021-10-21 14:05:54,27,On,2021-10-21 14:05:58,,,On
74571,2,2021-10-21 14:07:23,29,On,2021-10-21 14:30:35,,,On
74572,2,2021-10-21 14:30:35,27,On,2021-10-21 14:30:56,,,On
74573,2,2021-10-21 14:30:35,30,Off,2021-10-21 14:32:56,,,Off
74574,2,2021-10-21 14:32:56,29,On,2021-10-21 14:46:50,,,On
74575,2,2021-10-21 14:46:50,27,On,2021-10-21 14:46:51,,,On
74576,2,2021-10-21 14:46:50,30,Off,2021-10-21 14:49:12,,,Off
74577,2,2021-10-21 14:47:05,27,On,2021-10-21 14:47:08,,,On
74578,2,2021-10-21 14:49:12,29,On,2021-10-21 15:05:58,,,On
74579,2,2021-10-21 15:05:58,30,Off,2021-10-21 15:07:15,,,Off
74580,2,2021-10-21 15:07:15,29,On,2021-10-21 15:14:17,,,On
74581,2,2021-10-21 15:14:17,30,Off,2021-10-21 15:16:38,,,Off
74582,2,2021-10-21 15:14:17,27,On,2021-10-21 15:14:46,,,On
74583,2,2021-10-21 15:16:38,29,On,2021-10-21 16:20:03,,,On
74584,2,2021-10-21 16:20:03,30,Off,2021-10-21 16:22:25,,,Off
74585,2,2021-10-21 16:20:03,27,On,2021-10-21 16:20:27,,,On
74586,2,2021-10-21 16:22:25,29,On,2021-10-21 16:35:11,,,On
74587,2,2021-10-21 16:35:11,27,On,2021-10-21 16:35:15,,,On
74588,2,2021-10-21 16:35:11,30,Off,2021-10-21 16:37:33,,,Off
74589,2,2021-10-21 16:37:33,29,On,2021-10-21 16:50:24,,,On
74590,2,2021-10-21 16:50:24,30,Off,2021-10-21 16:54:02,,,Off
74591,2,2021-10-21 16:54:02,29,On,2021-10-21 16:54:07,,,On
74592,0,2021-10-21 16:54:07,0,On,2021-10-21 16:54:08,,,On
74593,2,2021-10-21 16:54:07,30,Off,2021-10-21 17:00:21,,,Off
74594,1,2021-10-21 16:54:07,4,Off,2021-10-21 16:57:14,,,Off
74595,2,2021-10-21 16:54:07,9,Off,2021-10-21 16:57:14,,,Off
74596,1,2021-10-21 16:54:08,36,Off,2021-10-21 16:54:08,,,Off
74597,1,2021-10-21 16:56:30,5,On,2021-10-21 19:53:16,,,On
74598,1,2021-10-21 16:57:14,3,On,2021-10-21 19:53:16,,,On
74599,2,2021-10-21 16:57:14,8,On,2021-10-21 19:41:16,,,On
74600,2,2021-10-21 16:57:22,35,On,2021-10-21 19:51:15,,,On
74601,2,2021-10-21 17:00:21,29,On,2021-10-21 17:37:47,,,On
74602,2,2021-10-21 17:37:47,27,On,2021-10-21 17:37:51,,,On
74603,2,2021-10-21 17:37:47,30,Off,2021-10-21 17:40:08,,,Off
74604,2,2021-10-21 17:40:08,29,On,2021-10-21 17:59:55,,,On
74605,2,2021-10-21 17:59:55,30,Off,2021-10-21 18:02:16,,,Off
74606,2,2021-10-21 17:59:55,27,On,2021-10-21 18:00:43,,,On
74607,2,2021-10-21 18:02:16,29,On,2021-10-21 18:17:22,,,On
74608,2,2021-10-21 18:17:22,27,On,2021-10-21 18:17:48,,,On
74609,2,2021-10-21 18:17:22,30,Off,2021-10-21 18:19:43,,,Off
74610,2,2021-10-21 18:19:43,29,On,2021-10-21 18:45:44,,,On
74611,2,2021-10-21 18:45:44,30,Off,2021-10-21 18:48:06,,,Off
74612,2,2021-10-21 18:45:45,27,On,2021-10-21 18:46:10,,,On
74613,2,2021-10-21 18:48:06,29,On,2021-10-21 18:56:58,,,On
74614,2,2021-10-21 18:56:58,30,Off,2021-10-21 18:57:07,,,Off
74615,2,2021-10-21 18:57:07,29,On,2021-10-21 19:29:50,,,On
74616,2,2021-10-21 19:29:50,30,Off,2021-10-21 19:32:11,,,Off
74617,2,2021-10-21 19:29:50,27,On,2021-10-21 19:30:09,,,On
74618,2,2021-10-21 19:32:11,29,On,2021-10-21 19:41:16,,,On
74619,2,2021-10-21 19:41:16,30,Off,,,,Off
74620,2,2021-10-21 19:41:16,9,Off,,,,Off
74621,1,2021-10-21 19:41:16,38,On,2021-10-21 19:53:16,,,On
74622,2,2021-10-21 19:51:15,39,On,,,,On
74623,1,2021-10-21 19:53:16,4,Off,,,,Off
74624,1,2021-10-22 06:34:13,1,On,2021-10-22 07:54:22,,,On
74625,1,2021-10-22 06:34:13,4,Off,2021-10-22 06:53:38,,,Off
74626,2,2021-10-22 06:34:13,7,Off,,,,Off
74627,2,2021-10-22 06:34:13,9,Off,2021-10-22 06:53:38,,,Off
74628,2,2021-10-22 06:34:13,30,Off,2021-10-22 06:56:46,,,Off
74629,1,2021-10-22 06:41:17,36,Off,2021-10-22 06:41:18,,,Off
74630,2,2021-10-22 06:41:18,37,Off,2021-10-22 06:41:19,,,Off
74631,2,2021-10-22 06:51:18,39,On,2021-10-22 06:53:38,,,On
74632,1,2021-10-22 06:52:54,5,On,2021-10-22 07:51:41,,,On
74633,1,2021-10-22 06:53:38,3,On,2021-10-22 07:51:41,,,On
74634,2,2021-10-22 06:53:38,8,On,2021-10-22 07:51:12,,,On
74635,2,2021-10-22 06:53:46,35,On,2021-10-22 07:51:41,,,On
74636,2,2021-10-22 06:56:46,29,On,2021-10-22 07:31:24,,,On
74637,2,2021-10-22 07:31:24,30,Off,2021-10-22 07:33:45,,,Off
74638,2,2021-10-22 07:31:24,27,On,2021-10-22 07:31:46,,,On
74639,2,2021-10-22 07:32:00,27,On,2021-10-22 07:32:01,,,On
74640,2,2021-10-22 07:33:45,29,On,2021-10-22 07:51:12,,,On
74641,1,2021-10-22 07:51:12,36,Off,2021-10-22 07:51:12,,,Off
74642,1,2021-10-22 07:51:12,38,On,2021-10-22 07:54:22,,,On
74643,2,2021-10-22 07:51:12,9,Off,2021-10-22 07:55:42,,,Off
74644,2,2021-10-22 07:51:12,30,Off,2021-10-22 07:58:50,,,Off
74645,0,2021-10-22 07:51:41,0,On,2021-10-22 07:51:43,,,On
74646,1,2021-10-22 07:51:41,4,Off,2021-10-22 07:55:42,,,Off
74647,1,2021-10-22 07:51:42,36,Off,2021-10-22 07:51:43,,,Off
74648,1,2021-10-22 07:54:22,2,Off,2021-10-22 07:54:54,,,Off
74649,1,2021-10-22 07:54:54,1,On,,,,On
74650,1,2021-10-22 07:54:58,5,On,2021-10-22 09:06:03,,,On
74651,1,2021-10-22 07:55:42,3,On,2021-10-22 09:06:03,,,On
74652,2,2021-10-22 07:55:42,8,On,2021-10-22 09:06:00,,,On
74653,2,2021-10-22 07:55:50,35,On,2021-10-22 09:06:03,,,On
74654,2,2021-10-22 07:58:50,29,On,2021-10-22 08:31:31,,,On
74655,2,2021-10-22 08:31:31,30,Off,2021-10-22 08:33:52,,,Off
74656,2,2021-10-22 08:31:31,27,On,2021-10-22 08:31:42,,,On
74657,2,2021-10-22 08:33:52,29,On,2021-10-22 09:06:01,,,On
74658,2,2021-10-22 09:06:00,9,Off,,,,Off
74659,1,2021-10-22 09:06:00,36,Off,2021-10-22 09:06:01,,,Off
74660,1,2021-10-22 09:06:00,38,On,2021-10-22 09:18:00,,,On
74661,2,2021-10-22 09:06:01,30,Off,,,,Off
74662,0,2021-10-22 09:06:03,0,On,2021-10-22 09:06:05,,,On
74663,1,2021-10-22 09:06:03,4,Off,,,,Off
74664,2,2021-10-22 09:06:06,37,Off,2021-10-22 09:06:06,,,Off
74665,2,2021-10-22 09:16:01,39,On,,,,On
74666,1,2021-10-22 20:41:52,1,On,,,,On
74667,1,2021-10-22 20:41:52,4,Off,2021-10-22 20:50:33,,,Off
74668,2,2021-10-22 20:41:52,7,Off,,,,Off
74669,2,2021-10-22 20:41:52,9,Off,2021-10-22 20:50:34,,,Off
74670,2,2021-10-22 20:41:52,30,Off,2021-10-22 20:53:41,,,Off
74671,1,2021-10-22 20:49:49,5,On,2021-10-23 00:03:27,,,On
74672,1,2021-10-22 20:50:33,3,On,2021-10-23 00:03:28,,,On
74673,2,2021-10-22 20:50:34,8,On,2021-10-22 23:51:28,,,On
74674,2,2021-10-22 20:50:42,35,On,2021-10-23 00:01:28,,,On
74675,2,2021-10-22 20:53:41,29,On,2021-10-22 21:17:47,,,On
74676,2,2021-10-22 21:17:47,30,Off,2021-10-22 21:20:09,,,Off
74677,2,2021-10-22 21:17:47,27,On,2021-10-22 21:19:05,,,On
74678,2,2021-10-22 21:20:09,29,On,2021-10-22 21:29:44,,,On
74679,2,2021-10-22 21:29:44,27,On,2021-10-22 21:29:54,,,On
74680,2,2021-10-22 21:29:44,30,Off,2021-10-22 21:32:06,,,Off
74681,2,2021-10-22 21:32:06,29,On,2021-10-22 21:53:27,,,On
74682,1,2021-10-22 21:53:26,28,On,2021-10-22 21:53:27,,,On
74683,2,2021-10-22 21:53:27,30,Off,2021-10-22 21:55:48,,,Off
74684,2,2021-10-22 21:55:48,29,On,2021-10-22 22:02:42,,,On
74685,2,2021-10-22 22:02:42,27,On,2021-10-22 22:02:47,,,On
74686,2,2021-10-22 22:02:42,30,Off,2021-10-22 22:05:03,,,Off
74687,2,2021-10-22 22:05:03,29,On,2021-10-22 22:31:06,,,On
74688,2,2021-10-22 22:31:06,27,On,2021-10-22 22:31:14,,,On
74689,2,2021-10-22 22:31:06,30,Off,2021-10-22 22:33:28,,,Off
74690,2,2021-10-22 22:31:23,27,On,2021-10-22 22:31:30,,,On
74691,2,2021-10-22 22:33:28,29,On,2021-10-22 22:46:21,,,On
74692,2,2021-10-22 22:46:21,27,On,2021-10-22 22:46:25,,,On
74693,2,2021-10-22 22:46:21,30,Off,2021-10-22 22:48:43,,,Off
74694,2,2021-10-22 22:48:43,29,On,2021-10-22 22:50:15,,,On
74695,2,2021-10-22 22:50:15,30,Off,2021-10-22 22:50:43,,,Off
74696,2,2021-10-22 22:50:43,29,On,2021-10-22 23:02:45,,,On
74697,2,2021-10-22 23:02:45,27,On,2021-10-22 23:03:21,,,On
74698,2,2021-10-22 23:02:45,30,Off,2021-10-22 23:05:06,,,Off
74699,2,2021-10-22 23:05:06,29,On,2021-10-22 23:34:09,,,On
74700,2,2021-10-22 23:34:09,30,Off,2021-10-22 23:36:31,,,Off
74701,2,2021-10-22 23:34:10,27,On,2021-10-22 23:35:00,,,On
74702,2,2021-10-22 23:36:31,29,On,2021-10-22 23:51:28,,,On
74703,1,2021-10-22 23:51:28,36,Off,2021-10-22 23:51:28,,,Off
74704,1,2021-10-22 23:51:28,38,On,2021-10-23 00:03:28,,,On
74705,2,2021-10-22 23:51:28,30,Off,,,,Off
74706,2,2021-10-22 23:51:28,9,Off,,,,Off
74707,2,2021-10-23 00:01:28,39,On,,,,On
74708,1,2021-10-23 00:03:28,4,Off,,,,Off
74709,1,2021-10-23 06:11:27,1,On,,,,On
74710,1,2021-10-23 06:11:27,4,Off,2021-10-23 06:14:06,,,Off
74711,2,2021-10-23 06:11:27,7,Off,,,,Off
74712,2,2021-10-23 06:11:27,9,Off,2021-10-23 06:14:06,,,Off
74713,2,2021-10-23 06:11:27,30,Off,2021-10-23 06:17:14,,,Off
74714,1,2021-10-23 06:13:22,5,On,2021-10-23 10:11:12,,,On
74715,1,2021-10-23 06:14:06,3,On,2021-10-23 10:11:12,,,On
74716,2,2021-10-23 06:14:06,8,On,2021-10-23 10:06:29,,,On
74717,2,2021-10-23 06:14:14,35,On,2021-10-23 10:11:11,,,On
74718,2,2021-10-23 06:17:14,29,On,2021-10-23 06:56:27,,,On
74719,2,2021-10-23 06:56:27,27,On,2021-10-23 06:56:28,,,On
74720,2,2021-10-23 06:56:27,30,Off,2021-10-23 06:58:49,,,Off
74721,2,2021-10-23 06:58:49,29,On,2021-10-23 07:26:25,,,On
74722,2,2021-10-23 07:26:25,27,On,2021-10-23 07:26:42,,,On
74723,2,2021-10-23 07:26:25,30,Off,2021-10-23 07:28:47,,,Off
74724,2,2021-10-23 07:28:47,29,On,2021-10-23 08:13:51,,,On
74725,2,2021-10-23 08:13:51,30,Off,2021-10-23 08:18:51,,,Off
74726,2,2021-10-23 08:18:51,29,On,2021-10-23 08:41:05,,,On
74727,2,2021-10-23 08:41:05,27,On,2021-10-23 08:41:28,,,On
74728,2,2021-10-23 08:41:05,30,Off,2021-10-23 08:43:27,,,Off
74729,2,2021-10-23 08:41:37,27,On,2021-10-23 08:41:41,,,On
74730,2,2021-10-23 08:43:27,29,On,2021-10-23 09:24:21,,,On
74731,2,2021-10-23 09:24:20,27,On,2021-10-23 09:24:51,,,On
74732,2,2021-10-23 09:24:21,30,Off,2021-10-23 09:26:42,,,Off
74733,2,2021-10-23 09:26:42,29,On,2021-10-23 09:47:25,,,On
74734,2,2021-10-23 09:47:25,30,Off,2021-10-23 09:49:46,,,Off
74735,2,2021-10-23 09:47:25,27,On,2021-10-23 09:47:51,,,On
74736,2,2021-10-23 09:49:46,29,On,2021-10-23 10:06:30,,,On
74737,1,2021-10-23 10:06:29,38,On,2021-10-23 10:18:29,,,On
74738,2,2021-10-23 10:06:29,9,Off,2021-10-23 10:14:38,,,Off
74739,1,2021-10-23 10:06:29,36,Off,2021-10-23 10:06:30,,,Off
74740,2,2021-10-23 10:06:30,30,Off,2021-10-23 10:17:46,,,Off
74741,0,2021-10-23 10:11:11,0,On,2021-10-23 10:11:13,,,On
74742,1,2021-10-23 10:11:12,4,Off,2021-10-23 10:14:38,,,Off
74743,2,2021-10-23 10:11:13,37,Off,2021-10-23 10:11:14,,,Off
74744,1,2021-10-23 10:13:54,5,On,2021-10-23 10:18:29,,,On
74745,1,2021-10-23 10:14:38,3,On,2021-10-23 10:18:29,,,On
74746,2,2021-10-23 10:14:38,8,On,2021-10-23 10:18:29,,,On
74747,2,2021-10-23 10:14:46,35,On,2021-10-23 10:18:29,,,On
74748,2,2021-10-23 10:17:46,29,On,2021-10-23 10:18:29,,,On
74749,1,2021-10-23 10:18:29,4,Off,2021-10-23 10:22:21,,,Off
74750,2,2021-10-23 10:18:29,9,Off,2021-10-23 10:22:21,,,Off
74751,2,2021-10-23 10:18:29,30,Off,2021-10-23 10:25:28,,,Off
74752,1,2021-10-23 10:21:37,5,On,2021-10-23 14:28:21,,,On
74753,1,2021-10-23 10:22:21,3,On,2021-10-23 14:28:21,,,On
74754,2,2021-10-23 10:22:21,8,On,2021-10-23 14:16:21,,,On
74755,2,2021-10-23 10:22:29,35,On,2021-10-23 14:26:20,,,On
74756,2,2021-10-23 10:25:28,29,On,2021-10-23 10:39:31,,,On
74757,2,2021-10-23 10:39:31,27,On,2021-10-23 10:40:06,,,On
74758,2,2021-10-23 10:39:31,30,Off,2021-10-23 10:41:53,,,Off
74759,2,2021-10-23 10:41:53,29,On,2021-10-23 10:54:21,,,On
74760,2,2021-10-23 10:54:20,27,On,2021-10-23 10:54:46,,,On
74761,2,2021-10-23 10:54:21,30,Off,2021-10-23 10:56:42,,,Off
74762,2,2021-10-23 10:56:42,29,On,2021-10-23 11:14:49,,,On
74763,2,2021-10-23 11:14:49,27,On,2021-10-23 11:14:57,,,On
74764,2,2021-10-23 11:14:49,30,Off,2021-10-23 11:17:11,,,Off
74765,2,2021-10-23 11:17:11,29,On,2021-10-23 11:37:51,,,On
74766,2,2021-10-23 11:37:51,30,Off,2021-10-23 11:40:13,,,Off
74767,2,2021-10-23 11:37:52,27,On,2021-10-23 11:38:00,,,On
74768,2,2021-10-23 11:40:13,29,On,2021-10-23 12:22:19,,,On
74769,2,2021-10-23 12:22:19,30,Off,2021-10-23 12:27:19,,,Off
74770,2,2021-10-23 12:27:19,29,On,2021-10-23 12:56:16,,,On
74771,2,2021-10-23 12:56:16,27,On,2021-10-23 12:56:29,,,On
74772,2,2021-10-23 12:56:16,30,Off,2021-10-23 12:58:37,,,Off
74773,2,2021-10-23 12:58:37,29,On,2021-10-23 13:50:57,,,On
74774,2,2021-10-23 13:50:57,30,Off,2021-10-23 13:53:19,,,Off
74775,2,2021-10-23 13:50:58,27,On,2021-10-23 13:51:16,,,On
74776,2,2021-10-23 13:53:19,29,On,2021-10-23 14:09:09,,,On
74777,2,2021-10-23 14:09:09,27,On,2021-10-23 14:09:43,,,On
74778,2,2021-10-23 14:09:09,30,Off,2021-10-23 14:11:30,,,Off
74779,2,2021-10-23 14:09:57,27,On,2021-10-23 14:09:58,,,On
74780,2,2021-10-23 14:11:30,29,On,2021-10-23 14:16:21,,,On
74781,1,2021-10-23 14:16:21,38,On,2021-10-23 14:28:21,,,On
74782,2,2021-10-23 14:16:21,9,Off,2021-10-23 15:28:32,,,Off
74783,2,2021-10-23 14:16:21,30,Off,2021-10-23 15:31:40,,,Off
74784,2,2021-10-23 14:26:20,39,On,2021-10-23 15:28:32,,,On
74785,1,2021-10-23 14:28:21,4,Off,2021-10-23 15:28:31,,,Off
74786,1,2021-10-23 15:27:48,5,On,2021-10-23 17:16:30,,,On
74787,1,2021-10-23 15:28:31,3,On,2021-10-23 17:16:30,,,On
74788,2,2021-10-23 15:28:32,8,On,2021-10-23 17:16:30,,,On
74789,2,2021-10-23 15:28:40,35,On,2021-10-23 17:16:30,,,On
74790,2,2021-10-23 15:31:40,29,On,2021-10-23 16:28:07,,,On
74791,2,2021-10-23 16:28:07,30,Off,2021-10-23 16:28:15,,,Off
74792,2,2021-10-23 16:28:15,29,On,2021-10-23 16:50:15,,,On
74793,2,2021-10-23 16:50:15,27,On,2021-10-23 16:50:27,,,On
74794,2,2021-10-23 16:50:15,30,Off,2021-10-23 16:52:36,,,Off
74795,2,2021-10-23 16:50:36,27,On,2021-10-23 16:50:37,,,On
74796,2,2021-10-23 16:52:36,29,On,2021-10-23 17:02:56,,,On
74797,2,2021-10-23 17:02:56,30,Off,2021-10-23 17:03:17,,,Off
74798,2,2021-10-23 17:03:17,29,On,2021-10-23 17:13:58,,,On
74799,2,2021-10-23 17:13:58,30,Off,2021-10-23 17:21:54,,,Off
74800,1,2021-10-23 17:16:30,4,Off,2021-10-23 17:18:46,,,Off
74801,2,2021-10-23 17:16:30,9,Off,2021-10-23 17:18:46,,,Off
74802,0,2021-10-23 17:16:30,0,On,2021-10-23 17:16:32,,,On
74803,1,2021-10-23 17:16:31,36,Off,2021-10-23 17:16:32,,,Off
74804,2,2021-10-23 17:16:32,37,Off,2021-10-23 17:16:33,,,Off
74805,1,2021-10-23 17:18:02,5,On,2021-10-24 00:00:25,,,On
74806,1,2021-10-23 17:18:46,3,On,2021-10-24 00:00:25,,,On
74807,2,2021-10-23 17:18:46,8,On,2021-10-23 23:48:25,,,On
74808,2,2021-10-23 17:18:54,35,On,2021-10-23 22:12:48,,,On
74809,2,2021-10-23 17:21:54,29,On,2021-10-23 17:43:31,,,On
74810,2,2021-10-23 17:43:31,30,Off,2021-10-23 17:43:50,,,Off
74811,2,2021-10-23 17:43:50,29,On,2021-10-23 17:44:08,,,On
74812,2,2021-10-23 17:44:08,30,Off,2021-10-23 17:44:27,,,Off
74813,2,2021-10-23 17:44:27,29,On,2021-10-23 17:47:21,,,On
74814,2,2021-10-23 17:47:21,30,Off,2021-10-23 17:50:24,,,Off
74815,2,2021-10-23 17:47:39,27,On,2021-10-23 17:47:52,,,On
74816,2,2021-10-23 17:50:24,29,On,2021-10-23 18:09:11,,,On
74817,2,2021-10-23 18:09:11,30,Off,2021-10-23 18:11:35,,,Off
74818,2,2021-10-23 18:09:13,27,On,2021-10-23 18:09:19,,,On
74819,2,2021-10-23 18:11:35,29,On,2021-10-23 18:23:32,,,On
74820,2,2021-10-23 18:23:32,27,On,2021-10-23 18:23:43,,,On
74821,2,2021-10-23 18:23:32,30,Off,2021-10-23 18:25:54,,,Off
74822,2,2021-10-23 18:25:54,29,On,2021-10-23 18:29:56,,,On
74823,2,2021-10-23 18:29:56,30,Off,2021-10-23 18:30:26,,,Off
74824,2,2021-10-23 18:30:26,29,On,2021-10-23 18:34:33,,,On
74825,2,2021-10-23 18:34:33,30,Off,2021-10-23 18:34:55,,,Off
74826,2,2021-10-23 18:34:55,29,On,2021-10-23 18:44:22,,,On
74827,2,2021-10-23 18:44:22,27,On,2021-10-23 18:44:38,,,On
74828,2,2021-10-23 18:44:22,30,Off,2021-10-23 18:46:43,,,Off
74829,2,2021-10-23 18:46:43,29,On,2021-10-23 19:39:16,,,On
74830,2,2021-10-23 19:39:16,30,Off,2021-10-23 19:39:54,,,Off
74831,2,2021-10-23 19:39:54,29,On,2021-10-23 19:44:15,,,On
74832,2,2021-10-23 19:44:15,27,On,2021-10-23 19:44:32,,,On
74833,2,2021-10-23 19:44:15,30,Off,2021-10-23 19:46:37,,,Off
74834,2,2021-10-23 19:46:37,29,On,2021-10-23 20:09:00,,,On
74835,2,2021-10-23 20:09:00,27,On,2021-10-23 20:09:04,,,On
74836,2,2021-10-23 20:09:00,30,Off,2021-10-23 20:11:22,,,Off
74837,2,2021-10-23 20:09:13,27,On,2021-10-23 20:09:16,,,On
74838,2,2021-10-23 20:11:22,29,On,2021-10-23 20:32:04,,,On
74839,2,2021-10-23 20:32:04,27,On,2021-10-23 20:32:22,,,On
74840,2,2021-10-23 20:32:04,30,Off,2021-10-23 20:34:25,,,Off
74841,2,2021-10-23 20:34:25,29,On,2021-10-23 21:24:53,,,On
74842,2,2021-10-23 21:24:53,30,Off,2021-10-23 21:27:51,,,Off
74843,2,2021-10-23 21:24:58,27,On,2021-10-23 21:25:15,,,On
74844,2,2021-10-23 21:27:51,29,On,2021-10-23 21:53:04,,,On
74845,2,2021-10-23 21:53:04,30,Off,2021-10-23 21:55:25,,,Off
74846,2,2021-10-23 21:53:04,27,On,2021-10-23 21:53:39,,,On
74847,2,2021-10-23 21:55:25,29,On,2021-10-23 22:12:37,,,On
74848,2,2021-10-23 22:12:37,27,On,2021-10-23 22:12:49,,,On
74849,2,2021-10-23 22:12:37,30,Off,2021-10-23 22:16:09,,,Off
74850,2,2021-10-23 22:12:53,31,On,2021-10-23 22:12:57,,,On
74851,2,2021-10-23 22:13:09,35,On,2021-10-23 23:58:24,,,On
74852,2,2021-10-23 22:13:12,27,On,2021-10-23 22:13:19,,,On
74853,2,2021-10-23 22:16:09,29,On,2021-10-23 22:16:09,,,On
74854,2,2021-10-23 22:16:09,30,Off,2021-10-23 22:16:10,,,Off
74855,2,2021-10-23 22:16:10,29,On,2021-10-23 22:41:34,,,On
74856,2,2021-10-23 22:41:34,27,On,2021-10-23 22:42:05,,,On
74857,2,2021-10-23 22:41:34,30,Off,2021-10-23 22:44:05,,,Off
74858,2,2021-10-23 22:44:05,29,On,2021-10-23 23:05:42,,,On
74859,2,2021-10-23 23:05:42,30,Off,2021-10-23 23:08:36,,,Off
74860,2,2021-10-23 23:05:44,27,On,2021-10-23 23:05:47,,,On
74861,2,2021-10-23 23:08:36,29,On,2021-10-23 23:24:40,,,On
74862,2,2021-10-23 23:24:40,30,Off,2021-10-23 23:27:14,,,Off
74863,2,2021-10-23 23:24:50,27,On,2021-10-23 23:25:01,,,On
74864,2,2021-10-23 23:27:14,29,On,2021-10-23 23:48:25,,,On
74865,2,2021-10-23 23:48:25,9,Off,,,,Off
74866,1,2021-10-23 23:48:25,36,Off,2021-10-23 23:48:25,,,Off
74867,1,2021-10-23 23:48:25,38,On,2021-10-24 00:00:25,,,On
74868,2,2021-10-23 23:48:25,30,Off,,,,Off
74869,2,2021-10-23 23:58:24,39,On,,,,On
74870,1,2021-10-24 00:00:25,4,Off,,,,Off
74871,1,2021-10-24 06:16:22,1,On,2021-10-24 06:16:30,,,On
74872,1,2021-10-24 06:16:22,4,Off,2021-10-24 06:18:02,,,Off
74873,2,2021-10-24 06:16:22,7,Off,,,,Off
74874,2,2021-10-24 06:16:22,9,Off,2021-10-24 06:18:02,,,Off
74875,2,2021-10-24 06:16:22,30,Off,2021-10-24 06:21:09,,,Off
74876,1,2021-10-24 06:16:30,2,Off,2021-10-24 06:17:15,,,Off
74877,1,2021-10-24 06:17:15,1,On,,,,On
74878,1,2021-10-24 06:17:18,5,On,2021-10-24 14:45:20,,,On
74879,1,2021-10-24 06:18:02,3,On,2021-10-24 14:45:20,,,On
74880,2,2021-10-24 06:18:02,8,On,2021-10-24 14:33:21,,,On
74881,2,2021-10-24 06:18:10,35,On,2021-10-24 14:43:20,,,On
74882,2,2021-10-24 06:21:09,29,On,2021-10-24 06:25:56,,,On
74883,2,2021-10-24 06:25:56,27,On,2021-10-24 06:26:03,,,On
74884,2,2021-10-24 06:25:56,30,Off,2021-10-24 06:28:17,,,Off
74885,2,2021-10-24 06:28:17,29,On,2021-10-24 06:48:23,,,On
74886,2,2021-10-24 06:48:23,27,On,2021-10-24 06:48:58,,,On
74887,2,2021-10-24 06:48:23,30,Off,2021-10-24 06:50:44,,,Off
74888,2,2021-10-24 06:50:44,29,On,2021-10-24 08:05:07,,,On
74889,2,2021-10-24 08:05:07,30,Off,2021-10-24 08:07:29,,,Off
74890,2,2021-10-24 08:05:08,27,On,2021-10-24 08:05:28,,,On
74891,2,2021-10-24 08:07:29,29,On,2021-10-24 08:17:46,,,On
74892,2,2021-10-24 08:17:46,30,Off,2021-10-24 08:22:47,,,Off
74893,2,2021-10-24 08:22:47,29,On,2021-10-24 08:27:26,,,On
74894,2,2021-10-24 08:27:26,30,Off,2021-10-24 08:29:48,,,Off
74895,2,2021-10-24 08:27:26,27,On,2021-10-24 08:27:28,,,On
74896,2,2021-10-24 08:29:48,29,On,2021-10-24 09:04:33,,,On
74897,2,2021-10-24 09:04:33,27,On,2021-10-24 09:05:06,,,On
74898,2,2021-10-24 09:04:33,30,Off,2021-10-24 09:06:54,,,Off
74899,2,2021-10-24 09:06:54,29,On,2021-10-24 09:40:42,,,On
74900,2,2021-10-24 09:40:42,27,On,2021-10-24 09:41:03,,,On
74901,2,2021-10-24 09:40:42,30,Off,2021-10-24 09:43:03,,,Off
74902,2,2021-10-24 09:41:12,27,On,2021-10-24 09:41:14,,,On
74903,2,2021-10-24 09:43:03,29,On,2021-10-24 10:11:31,,,On
74904,2,2021-10-24 10:11:31,27,On,2021-10-24 10:11:44,,,On
74905,2,2021-10-24 10:11:31,30,Off,2021-10-24 10:13:52,,,Off
74906,2,2021-10-24 10:13:52,29,On,2021-10-24 10:22:46,,,On
74907,2,2021-10-24 10:22:46,30,Off,2021-10-24 10:27:46,,,Off
74908,2,2021-10-24 10:27:46,29,On,2021-10-24 11:09:50,,,On
74909,2,2021-10-24 11:09:50,27,On,2021-10-24 11:10:09,,,On
74910,2,2021-10-24 11:09:50,30,Off,2021-10-24 11:12:11,,,Off
74911,2,2021-10-24 11:12:11,29,On,2021-10-24 11:32:01,,,On
74912,0,2021-10-24 11:32:00,40,On,2021-10-24 11:32:11,,,On
74913,2,2021-10-24 11:32:01,30,Off,2021-10-24 11:34:22,,,Off
74914,2,2021-10-24 11:32:58,27,On,2021-10-24 11:32:59,,,On
74915,2,2021-10-24 11:34:22,29,On,2021-10-24 11:49:27,,,On
